2025-12-17 11:14:53,963 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\VictorSF\Documents\Git - IFCE\PPD-MOM\MOM\lib\apache-activemq-5.19.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-17 11:14:53,974 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\VictorSF\Documents\Git - IFCE\PPD-MOM\MOM\lib\apache-activemq-5.19.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-17 11:14:54,009 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | WrapperSimpleAppMain
2025-12-17 11:14:54,010 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2025-12-17 11:14:54,341 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-17 11:14:54,341 | INFO  | PListStore:[C:\Users\VictorSF\Documents\Git - IFCE\PPD-MOM\MOM\lib\apache-activemq-5.19.1\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2025-12-17 11:14:54,341 | INFO  | Starting Job Scheduler Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-17 11:14:54,341 | INFO  | Persistence Adapter successfully started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-17 11:14:54,519 | INFO  | Apache ActiveMQ 5.19.1 (localhost, ID:DESKTOP-LOG2Q4K-50725-1765980894371-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-17 11:14:54,549 | INFO  | Listening for connections at: tcp://DESKTOP-LOG2Q4K:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-17 11:14:54,559 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-17 11:14:54,559 | INFO  | Listening for connections at: amqp://DESKTOP-LOG2Q4K:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-17 11:14:54,569 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-17 11:14:54,569 | INFO  | Listening for connections at: stomp://DESKTOP-LOG2Q4K:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-17 11:14:54,569 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-17 11:14:54,609 | INFO  | Listening for connections at: mqtt://DESKTOP-LOG2Q4K:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-17 11:14:54,609 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-17 11:14:54,619 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2025-12-17 11:14:54,699 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2025-12-17 11:14:54,781 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@455790{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2025-12-17 11:14:54,927 | INFO  | Listening for connections at ws://DESKTOP-LOG2Q4K:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2025-12-17 11:14:54,927 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-17 11:14:54,927 | INFO  | Apache ActiveMQ 5.19.1 (localhost, ID:DESKTOP-LOG2Q4K-50725-1765980894371-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-17 11:14:54,927 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-17 11:14:56,158 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2025-12-17 11:14:56,158 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2025-12-18 08:30:52,218 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\VictorSF\Documents\Git - IFCE\PPD-MOM\MOM\lib\apache-activemq-5.19.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 08:30:52,243 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\VictorSF\Documents\Git - IFCE\PPD-MOM\MOM\lib\apache-activemq-5.19.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 08:30:52,298 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | WrapperSimpleAppMain
2025-12-18 08:30:52,298 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2025-12-18 08:30:52,428 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2025-12-18 08:30:52,436 | INFO  | KahaDB is version 7 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2025-12-18 08:30:52,438 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovered pageFile free list of size: 0 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2025-12-18 08:30:53,016 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 08:30:53,020 | INFO  | PListStore:[C:\Users\VictorSF\Documents\Git - IFCE\PPD-MOM\MOM\lib\apache-activemq-5.19.1\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2025-12-18 08:30:53,020 | INFO  | Starting Job Scheduler Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 08:30:53,020 | INFO  | Persistence Adapter successfully started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 08:30:53,296 | INFO  | Apache ActiveMQ 5.19.1 (localhost, ID:DESKTOP-LOG2Q4K-57852-1766057453086-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 08:30:53,499 | INFO  | Listening for connections at: tcp://DESKTOP-LOG2Q4K:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-18 08:30:53,499 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 08:30:53,509 | INFO  | Listening for connections at: amqp://DESKTOP-LOG2Q4K:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-18 08:30:53,517 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 08:30:53,527 | INFO  | Listening for connections at: stomp://DESKTOP-LOG2Q4K:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-18 08:30:53,527 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 08:30:53,580 | INFO  | Listening for connections at: mqtt://DESKTOP-LOG2Q4K:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-18 08:30:53,580 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 08:30:53,590 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2025-12-18 08:30:53,711 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2025-12-18 08:30:53,893 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@26187c6d{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2025-12-18 08:30:54,084 | INFO  | Listening for connections at ws://DESKTOP-LOG2Q4K:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2025-12-18 08:30:54,084 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 08:30:54,084 | INFO  | Apache ActiveMQ 5.19.1 (localhost, ID:DESKTOP-LOG2Q4K-57852-1766057453086-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 08:30:54,084 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 08:30:58,914 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2025-12-18 08:30:58,916 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2025-12-18 08:54:51,271 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\VictorSF\Documents\Git - IFCE\PPD-MOM\MOM\lib\apache-activemq-5.19.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 08:54:51,287 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\VictorSF\Documents\Git - IFCE\PPD-MOM\MOM\lib\apache-activemq-5.19.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 08:54:51,313 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | WrapperSimpleAppMain
2025-12-18 08:54:51,313 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2025-12-18 08:54:51,404 | INFO  | KahaDB is version 7 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2025-12-18 08:54:51,412 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2025-12-18 08:54:51,423 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovered pageFile free list of size: 0 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2025-12-18 08:54:52,015 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 08:54:52,016 | INFO  | PListStore:[C:\Users\VictorSF\Documents\Git - IFCE\PPD-MOM\MOM\lib\apache-activemq-5.19.1\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2025-12-18 08:54:52,016 | INFO  | Starting Job Scheduler Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 08:54:52,016 | INFO  | Persistence Adapter successfully started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 08:54:52,198 | INFO  | Apache ActiveMQ 5.19.1 (localhost, ID:DESKTOP-LOG2Q4K-58095-1766058892037-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 08:54:52,328 | INFO  | Listening for connections at: tcp://DESKTOP-LOG2Q4K:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-18 08:54:52,328 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 08:54:52,337 | INFO  | Listening for connections at: amqp://DESKTOP-LOG2Q4K:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-18 08:54:52,337 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 08:54:52,347 | INFO  | Listening for connections at: stomp://DESKTOP-LOG2Q4K:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-18 08:54:52,349 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 08:54:52,363 | INFO  | Listening for connections at: mqtt://DESKTOP-LOG2Q4K:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-18 08:54:52,363 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 08:54:52,373 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2025-12-18 08:54:52,470 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2025-12-18 08:54:52,558 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@26187c6d{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2025-12-18 08:54:52,701 | INFO  | Listening for connections at ws://DESKTOP-LOG2Q4K:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2025-12-18 08:54:52,701 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 08:54:52,701 | INFO  | Apache ActiveMQ 5.19.1 (localhost, ID:DESKTOP-LOG2Q4K-58095-1766058892037-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 08:54:52,701 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 08:54:54,392 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2025-12-18 08:54:54,392 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2025-12-18 11:09:31,519 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\VictorSF\Documents\Git - IFCE\PPD-MOM\MOM\lib\apache-activemq-5.19.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 11:09:31,536 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\VictorSF\Documents\Git - IFCE\PPD-MOM\MOM\lib\apache-activemq-5.19.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 11:09:31,573 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | WrapperSimpleAppMain
2025-12-18 11:09:31,573 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2025-12-18 11:09:31,687 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2025-12-18 11:09:31,700 | INFO  | KahaDB is version 7 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2025-12-18 11:09:31,776 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovered pageFile free list of size: 0 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2025-12-18 11:09:32,069 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 11:09:32,070 | INFO  | PListStore:[C:\Users\VictorSF\Documents\Git - IFCE\PPD-MOM\MOM\lib\apache-activemq-5.19.1\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2025-12-18 11:09:32,070 | INFO  | Starting Job Scheduler Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 11:09:32,070 | INFO  | Persistence Adapter successfully started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 11:09:32,303 | INFO  | Apache ActiveMQ 5.19.1 (localhost, ID:DESKTOP-LOG2Q4K-58538-1766066972127-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 11:09:32,483 | INFO  | Listening for connections at: tcp://DESKTOP-LOG2Q4K:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-18 11:09:32,485 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 11:09:32,495 | INFO  | Listening for connections at: amqp://DESKTOP-LOG2Q4K:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-18 11:09:32,495 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 11:09:32,513 | INFO  | Listening for connections at: stomp://DESKTOP-LOG2Q4K:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-18 11:09:32,516 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 11:09:32,525 | INFO  | Listening for connections at: mqtt://DESKTOP-LOG2Q4K:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-18 11:09:32,525 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 11:09:32,536 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2025-12-18 11:09:32,637 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2025-12-18 11:09:32,732 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@26187c6d{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2025-12-18 11:09:32,894 | INFO  | Listening for connections at ws://DESKTOP-LOG2Q4K:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2025-12-18 11:09:32,894 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 11:09:32,894 | INFO  | Apache ActiveMQ 5.19.1 (localhost, ID:DESKTOP-LOG2Q4K-58538-1766066972127-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 11:09:32,898 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 11:09:34,728 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2025-12-18 11:09:34,728 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2025-12-18 11:16:40,100 | INFO  | Apache ActiveMQ 5.19.1 (localhost, ID:DESKTOP-LOG2Q4K-58538-1766066972127-0:1) is shutting down | org.apache.activemq.broker.BrokerService | Thread-23
2025-12-18 11:16:40,101 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | Thread-23
2025-12-18 11:16:40,101 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | Thread-23
2025-12-18 11:16:40,101 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | Thread-23
2025-12-18 11:16:40,101 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | Thread-23
2025-12-18 11:16:40,111 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | Thread-23
2025-12-18 11:16:40,111 | INFO  | PListStore:[C:\Users\VictorSF\Documents\Git - IFCE\PPD-MOM\MOM\lib\apache-activemq-5.19.1\bin\win64\..\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | Thread-23
2025-12-18 11:16:40,111 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-23
2025-12-18 11:16:40,111 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-23
2025-12-18 11:16:40,111 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | Thread-23
2025-12-18 11:16:40,123 | INFO  | Apache ActiveMQ 5.19.1 (localhost, ID:DESKTOP-LOG2Q4K-58538-1766066972127-0:1) uptime 7 minutes | org.apache.activemq.broker.BrokerService | Thread-23
2025-12-18 11:16:40,123 | INFO  | Apache ActiveMQ 5.19.1 (localhost, ID:DESKTOP-LOG2Q4K-58538-1766066972127-0:1) is shutdown | org.apache.activemq.broker.BrokerService | Thread-23
2025-12-18 11:16:52,374 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\VictorSF\Documents\Git - IFCE\PPD-MOM\MOM\lib\apache-activemq-5.19.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
